Cod. Pptal,Nombre Rubro,Tipo,Tipo gasto,Cod FUT,Fuentes Rec,Uni Eje,Sit Fondos,Vigencia,Fondo Local,Cod Gastos,Cod CGR,Cod Recurso,OER,CDA,Vig. Gasto,Fin. Gasto,Uni Ejec,Ent Recip,Codigo SIA,Clase pago SIA,Banco Pagos,Fuente recursos,Sectores inversion,Cod Cabildos,Fuente Cabildos
22020101,2.2.1.1 SUBPROGRAMA SALUD PÙBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
2202010101,2.2.1.1.1 plan territorial de salud pública,D,INVERSION,6,7,C,C,,,,2.3.03.02.61,10,13,11,1,7074,7,1.10E+14,C2A,,,FF3,,,
220202,2.2.2 C3 INVERSION RECURSOS PROPIOS DE DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
22020201,2.2.2.1 SUB PROGRAMA SALUD PÙBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
2202020101,2.2.2.1.1 actividades de salud pública con recursos de capital,D,INVERSION,5,7,C,C,,,,2.3.03.02.61,10,40,11,1,7074,7,1.10E+14,C1,,,FF3,,,
2202020102,2.2.2.1.2 plan territorial de salud pública con recursos de capital,D,INVERSION,5,7,C,C,,,,2.3.03.02.61,10,47,11,1,7074,7,1.10E+14,C2A,,,FF3,,,
2202020103,2.2.2.1.3 plan territorial de salud pública con recursos de superávit,D,INVERSION,5,7,C,C,,,,2.3.03.02.61,10,47,11,1,7074,7,1.10E+14,,,,,,,
220205,2.2.5 C5 INVERSION RECURSOS DE DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
22020501,2.2.2.1 SUB PROGRAMA SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
2202050101,2.2.2.1.1 actividades de salud publica,D,INVERSION,,,,C,ACTUAL,,,2.3.03.02.61,10,19,11,1,7074,7,1.10E+14,,,,,,,
2203,2.3 ATENCION A LA POBLACION POBRE NO ASEGURADA ,M,,,,,,,,,,,,,,,,,,,,,,,
220301,2.3.1 C2 INVERSION FORZOSA CON RECURSOS DEL SGP. ,M,,,,,,,,,,,,,,,,,,,,,,,
22030101,2.3.1.1 SUBPROGRAMA ATENCIÓN A LA POBLACIÓN POBRE NO ASEGURADA ,M,,,,,,,,,,,,,,,,,,,,,,,
2203010101,2.3.1.1.1 atención a la población pobre no asegurada con situación de fondos,D,INVERSION,6,7,C,C,,,,2.3.03.02.61,10,13,16,1,7074,7,1.10E+14,C2A,,,FF3,,,
2203010102,2.3.1.1.2 atención a la población pobre no asegurada sin situación de fondos,D,INVERSION,6,7,S,S,,,,2.3.03.02.61,10,13,16,1,7074,7,1.10E+14,C2A,,,FF3,,,
220302,2.3.2 C3 INVERSION RECURSOS PROPIOS DE DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
22030201,2.3.2.1 SUBPROGRAMA ATENCIÓN A LA POBLACIÓN POBRE NO ASEGURADA ,M,,,,,,,,,,,,,,,,,,,,,,,
2203020101,2.3.2.1.1 actividades de salud pública con recursos de capital,D,INVERSION,5,7,C,C,,,,2.3.03.02.61,10,40,11,1,7074,7,1.10E+14,C1,,,FF10,,,
2203020102,2.3.2.1.2 atención a la población pobre no asegurada con recursos de capital,D,INVERSION,5,7,C,C,,,,2.3.03.02.61,10,47,11,1,7074,7,1.10E+14,C2A,,,FF3,,,
2204,2.4 OTROS GASTOS EN SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
220401,2.4.1 A FUNCIONAMIENTO ,M,,,,,,,,,,,,,,,,,,,,,,,
22040101,2.4.1.1 GASTOS DE PERSONAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2204010101,2.4.1.1.1 SERVICIOS PERSONALES ASOCIADOS A LA NOMINA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.20E+11,2.4.1.1.1.1 sueldos de personal de nomina ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.01.01,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+11,2.4.1.1.1.2 PRIMAS LEGALES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.20E+13,2.4.1.1.1.2.1 prima de navidad,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.01.17,10,8,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+13,2.4.1.1.1.2.2 prima de vacaciones,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.01.21,10,8,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+11,2.4.1.1.1.3 indemnización por vacaciones ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.01.33,10,8,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2204010102,2.4.1.1.2 CONTRIBUCIONES INHERENTES A LA NOMINA ,M,,,,,,,,,,,,,,,,,,,,,,,
2.20E+11,2.4.1.1.2.1 AL SECTOR PRIVADO ,M,,,,,,,,,,,,,,,,,,,,,,,
2.20E+13,2.4.1.1.2.1.1 APORTES DE PREVISIÓN SOCIAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2.20E+15,2.4.1.1.2.1.1.2 APORTES PARA SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
2.20E+17,2.4.1.1.2.1.1.2.1 de funcionarios de la administración central ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.03.01.05,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+15,2.4.1.1.2.1.1.3 aportes para pensión ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.03.01.03,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+15,2.4.1.1.2.1.1.4 aportes arp ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.03.02,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+15,2.4.1.1.2.1.1.5 aportes para cesantías ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.03.01.01,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+15,2.4.1.1.2.1.1.6 pago directo de intereses de cesantias,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.03.01.01,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+11,2.4.1.1.2.2 APORTES PARAFISCALES ,M,,,,,,,,,,,,,,,,,,,,,,,
2.20E+13,2.4.1.1.2.2.1 sena ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.01.03.01,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+13,2.4.1.1.2.2.2 icbf ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.01.03.03,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+13,2.4.1.1.2.2.3 esap ,D,FUNCIONAMIENTO,17,7,C,C,,,,2.1.01.03.01.03.05,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+13,2.4.1.1.2.2.4 cajas de compensación familiar ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.03.03,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
2.20E+13,2.4.1.1.2.2.5 institutos técnicos ,D,FUNCIONAMIENTO,45,7,C,C,,,,2.1.01.03.01.03.07,10,19,10,1,70111,7,1.10E+14,A1,,,FF10,,,
220402,2.4.2 C1 INVERSION LIBRE CON RECURSOS PROPIOS ,M,,,,,,,,,,,,,,,,,,,,,,,
22040201,2.4.2.1 SUBPROGRAMA OTROS GASTOS EN SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
2204020101,2.4.2.1.1 fortalecimiento de la dirección local de salud con recursos 25% etesa,D,INVERSION,21,7,C,C,,,,2.3.03.02.57,10,20,10,1,70111,7,1.10E+14,C1,,,FF8,,,
2204020102,2.4.2.1.2 eje programático salud ambiental,D,INVERSION,45,7,C,C,,,,2.3.03.02.61,10,19,10,1,70111,7,1.10E+14,C1,,,FF10,,,
2204020103,2.4.2.1.3 eje programatico prevencion vigilancia y control de riesgos profesionales,D,INVERSION,45,7,C,C,,,,2.3.03.02.61,10,19,10,1,70111,7,1.10E+14,C1,,,FF10,,,
2204020104,2.4.2.1.4 eje programatico emergencia y desastres,D,INVERSION,45,7,C,C,,,,2.3.03.02.61,10,19,10,1,70111,7,1.10E+14,C1,,,FF10,,,
2204020105,2.4.2.1.5 eje programático entornos saludables,D,INVERSION,45,7,C,C,,,,2.3.03.02.61,10,19,10,1,70111,7,1.10E+14,C1,,,FF10,,,
2204020106,2.4.2.1.6 eje programático vigilancia en salud publica,D,INVERSION,45,7,C,C,,,,2.3.03.02.61,10,8,10,1,70111,7,1.10E+14,C1,,,FF10,,,
2204020107,2.4.2.1.7 eje programático prestación de servicios,D,INVERSION,45,7,C,C,,,,2.3.03.02.61,10,19,10,1,70111,7,1.10E+14,C1,,,FF10,,,
2204020108,2.4.2.1.8 eje programático aseguramiento,D,INVERSION,45,7,C,C,,,,2.3.03.02.61,10,19,10,1,70111,7,1.10E+14,C1,,,FF10,,,
220403,2.4.3 C3 INVERSION RECURSOS PROPIOS DE DESTINACION ESPECÍFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
22040301,2.4.3.1 SUBPROGRAMA OTROS GASTOS EN SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
2204030107,2.4.3.1.7 eje programático prestación de servicios,D,INVERSION,47,7,C,C,,,,2.3.03.02.61,10,47,10,1,70111,7,1.10E+14,C3,,,FF10,,,
2215,2.15 PROGRAMA EQUIPAMIENTO ,M,,,,,,,,,,,,,,,,,,,,,,,
221505,2.15.5 SUBPROGRAMA CONSTRUCCIÓN DE BIENES DE BENEFICIO Y USO PÚBLICO ,M,,,,,,,,,,,,,,,,,,,,,,,
22150501,2.15.5.1 fonade – reconstrucción centro de salud de chiles,D,INVERSION,5,7,S,S,,,,2.3.01.01.01.53,10,19,10,1,70443,7,1.10E+14,,,,,,,
